페이지,순번,게시일,리포트명,종목명,티커,거래소,투자의견,PDF URL,PDF 파일명,리포트 현재주가,Bear 목표가,Base 목표가,Bull 목표가,목표가 통화,목표가 세부,투자포인트,추출 상태,비고
3,1,2025-10-23T05:56:54,"Equity Research, 하이브",하이브,352820,KRX,Buy,http://snusmic.com/wp-content/uploads/2025/10/25-2_1주차-수정보고서_1팀_하이브.pdf,2025-10-23_equity-research-하이브-3.pdf,269500.0,,393000.0,,KRW,rating=Buy; base=393000,"1. 떠난 적 없는 왕의 귀환 기나긴 軍백기를 끝내고 BTS가 돌아왔다. 무슨 말이 더 필요할까? ‘전원 재계약, 군 대’라는 내러티브에, 전 세계 아미들이 결집하기 시작했다. 이제 시선의 높이를 한 번 더 높일 때다. “BTS 월드 투어”는 도대체 얼마를 벌어다 줄 것인가? - 투자포인트 2. 날아오를 슈퍼베이비들, 막강한 신인 라인업 ‘BTS 원툴’에서 벗어나기 위해 노력해온 동사, 신규 IP들이 동시다발적으로 성과를 내고 있다. 빠르게 BEP를 돌파한 신인들은 3-5년차부터 압도적인 현금창출력을 자 랑할 것이다. A급 슈퍼 베이비들을 찍어내는 동사의 '성공 방정식'은 무엇일까? - 투자포인트 3. 상상 그 이상의 메가 IP, 캣츠아이 압도적인 글로벌 경험을 토대로 글로벌 현지화 전략을 시도했다. 동사의 필승 성공방 정식에 성장가도를...",ok,markdown reextract; Korean numeric ticker; exchange prefix inferred as KRX
3,2,2025-06-10T13:53:44,"Equity Research, 애니플러스",애니플러스,310200,KRX,Buy,http://snusmic.com/wp-content/uploads/2025/06/25_1_4주차_수정보고서_5팀_애니플러스.pdf,2025-06-10_equity-research-애니플러스-2.pdf,3550.0,,7680.0,,KRW,rating=Buy; base=7680,"– Historical Peer PER Method 26E EPS 617원에 Target PER Multiple 12.5x를 적용한 목표주가 7,680원, 투자의견 BUY를 제시한다. 지속 저평가를 받았던 동사는 현재 ① 무한성 개봉을 중심으로 한 실적 성장, ② 주주환원의 시작이라는 2가지 촉매를 앞두고 있다. 이에 따라, 예상 EPS와 PER이 모두 상향 조정되며, 동사의 주가는 상승세를 이어갈 것임을 주장한다. <추정 손익계산서> 추정 손익계산서 (연결) (단위: 백만 원) 2021 2022 2023 2024 1Q25 2025E 2026E 2027E |매출액<br><br>YoY(%)|49,037 57,816 111,347 130,976 208.7% 17.9% 92.6% 17.6%|29,369 14.2%|181,902 213,132...",ok,markdown reextract; Korean numeric ticker; exchange prefix inferred as KRX
3,3,2025-06-10T13:53:00,"Equity Research, 월덱스",월덱스,101160,KRX,Buy,http://snusmic.com/wp-content/uploads/2025/06/25_1_4주차_수정보고서_4팀_월덱스.pdf,2025-06-10_equity-research-월덱스.pdf,19010.0,,26250.0,,KRW,rating=Buy; base=26250,"- Point 1. 구조적 성장은 불황에 흔들리지 않아! 10 - Point 2. 안정성 받고, 성장동력도 얹어 16 - 4. 매출추정 21 - 5. Valuation – Historical PER Method 24 - 6. Appendix 28 #### 바다 속 진주를 찾는 가치투자자들을 위한 가이드 좋은 종목을 싸게 사기 위해서는 남들이 집중하지 않을 때 뛰어들 수 있는 역발상 투자가 필요 하다. 이에 본서는 반도체 업황에 대한 비관론이 만연한 지금이 오히려 반도체에 집중해야 하는 순간임을 주장하며, 특히 불황에 강한 애프터 마켓의 하방은 더욱 제한적임을 보이고자 한다. 좋 은 진주를 캐기 위해서는 바다에 뛰어들어야 하는 법. 매력적인 반도체 바다에 당신을 초대한다. ###### 1.1. 가치투자자들이 지금 반도체를 봐야 하는 이유...",ok,markdown reextract; Korean numeric ticker; exchange prefix inferred as KRX
3,4,2025-06-10T13:51:53,"Equity Research, 폰드그룹",폰드그룹,472850,KRX,Buy,http://snusmic.com/wp-content/uploads/2025/06/25_1_4주차_수정보고서_3팀_폰드그룹.pdf,2025-06-10_equity-research-폰드그룹.pdf,8480.0,,16057.0,,KRW,rating=Buy; base=16057,"1: Pond’s New Engine, MOST 온라인을 중심으로 확장된 K-beauty의 세계적인 인기에도 불구하고, 해외 소비자가 한국 브랜드를 집 앞 마트에서 발견하기는 아직까지 어렵다. 모두에게 열려있는 아 마존과 달리 오프라인 유통은 넘어야할 관문이 많기 때문이다. 동사가 작년 인수한 모스트는 19년부터 코스트코에 입점시켜 온 인디 브랜드의 최고 조력자다. 레퍼런스 와 현지화를 바탕으로 동사 이익 성장을 책임질 ‘모스트’를 소개한다. - 투자포인트 2: 가치주의 교과서 남성 언더웨어 시장 점유율 80%, 여기에 슈퍼드라이와 SPYDER까지 품은 동사는 패션 업계의 조용한 강자다. 원가 경쟁력으로 안정된 실적을 챙기고, 리브랜딩과 IP 확보로 성장의 기반을 쌓고 있다. 창업자부터 경영진까지 감이 살아 있고, 지배구조 상 배당과 자...",ok,markdown reextract; Korean numeric ticker; exchange prefix inferred as KRX
3,5,2025-06-10T13:50:25,"Equity Research, 고려신용정보",고려신용정보,049720,KRX,Buy,http://snusmic.com/wp-content/uploads/2025/06/25-1_4주차_수정보고서_2팀_고려신용정보.pdf,2025-06-10_equity-research-고려신용정보-2.pdf,10400.0,,18600.0,,KRW,rating=Buy; base=18600,"– Historical PER Method 동사의 2027E EPS 1,515원에 Target PER 12.3x를 적용한 목표주가 18,600원, 상승 여력 78.85%, 투자의견 Buy를 제시한다. 튼튼한 본업은 지속적으로 성장 중이며, 동사 혼자 활약할 환경은 다가온다. 그때까지, 압도적인 배당이 책임진다. 주요 주주 윤의국 외 39.5% 고려휴먼스㈜ 9.4% 자사주 2.6% 고려신용정보 포괄손익계산서 추정 (단위: 백만 원) 2020 2021 2022 2023 2024 1Q25 2025E 2026E 2027E |영업수익<br><br>YoY(%)|133,209 145,222 146,767 158,214 171,309 14.39% 9.02% 1.06% 7.80% 8.28%|42,647 2.75%|175,113 180,522 226,18...",ok,markdown reextract; Korean numeric ticker; exchange prefix inferred as KRX
3,6,2025-06-10T13:48:24,"Equity Research, 아이스크림미디어",아이스크림미디어,461300,KRX,Buy,http://snusmic.com/wp-content/uploads/2025/06/25_1_4주차_수정보고서_1팀_아이스크림미디어.pdf,2025-06-10_equity-research-아이스크림미디.pdf,15780.0,,25700.0,,KRW,rating=Buy; base=25700,"1. 안정적인 스텝업을 눈앞에 둔 동사 동사는 절대적인 플랫폼 경쟁력을 바탕으로, 검정 교과서 시장에 진출함과 동시에 점 유율 1위라는 영예를 거머쥐었다. 다양한 1위 플랫폼 간의 시너지는 교과서 선택의 주체인 교사들을 강력하게 락인시키며, 이러한 선순환의 구조는 점점 견고해져 간다. 와중에 동사 앞에는 22개정 교육과정의 도입이라는, 교과서 시장에서 P와 Q를 동시 에 확대할 거대한 기회가 주어졌고, 동시에 정부에서는 AI 디지털 교과서 도입이라는 또 다른 드라이브를 걸고 있다. 이러한 기회를 통해 매출의 외형을 확장하고, 향후 몇 년간 안정적인 현금흐름을 창출하게 될 동사의 미래를 짚어보자. 12M 주가추이 시가총액 2,071 억 원 Key Metrics (1Q25) 추정 손익계산서 (단위: 백만 원) 2022 2023 2024 1Q...",ok,markdown reextract; Korean numeric ticker; exchange prefix inferred as KRX
3,7,2025-05-25T07:47:26,"Equity Research, Life360 Inc",Life360 Inc,LIF,NASDAQ,Buy,http://snusmic.com/wp-content/uploads/2025/05/25-1_3주차-수정보고서_5팀-life360-Inc.pdf,2025-05-25_equity-research-life360-inc.pdf,,,103.4,,USD,rating=Buy; base=103.4,"– Peer PER Method 26E EPS $ 1.28에 Target PER Multiple 80.8x를 적용한 목표주가 $ 103.4, 투자의견 BUY를 제시한다. AI가 보편화되면서 수많은 기업들이 자신들의 사업 모델에 AI를 적 용하고 있다. 결국 AI 도입 효과를 극한으로 끌어올리기 위해서 필요한 것은 돌고돌아 데이터다. 그 중에서도 동사는 글로벌하게 압도적인 양질의 위치 데이터를 보유하고 있다. 과거 플랫폼 기업들이 구독 매출에서 광고 매출로 수익원을 다변화했듯, 동사도 이제 그 여정의 준비를 거의 마친 상태다. AI 기업으로 변모할 동사에게 주목하자. <Estimated Income Statement> Estimated Income Statement (U.S. Dollars in Thousands) 2021 2022 202...",ok,markdown reextract
3,8,2025-05-25T07:47:14,"Equity Research, Doximity",Doximity,DOCS,NYSE,Buy,http://snusmic.com/wp-content/uploads/2025/05/25-1_3주차-수정보고서_4팀_Doximity.pdf,2025-05-25_equity-research-doximity.pdf,46.25,,103.28,,USD,rating=Buy; base=103.28; case_1=75.4; case_2=131.16,"– EV/EBITDA Method EV/EBITDA Method를 이용하여 Case 1 목표주가 75.40 USD, 상승여력 63%, Case 2 목표주가 131.16 USD 상승여력 183.6%를 제시한다. Case 1은 AI를 활용하여 구조적 성장을 이어나가는 경우, Case 2는 AI 서비스의 유료화를 주장하며 높은 시장 관심에 도 잠재된 ‘숨겨진’ ‘진찌’ AI 수혜주로 거듭남을 주장한다. ###### <추정손익계산서> 추정 손익계산서 - Case 2 (U.S. dollars in thousands) FY2022 FY2023 FY2024 FY2025 FY2026E FY2027E |Revenue<br><br>YoY(%)|343,548 419,052 475,422 570,399 66.0% 22.0% 13.5% 20.0%|686,897...",ok,markdown reextract; Case target prices parsed; base target uses median case value; review scenario semantics
3,9,2025-05-25T07:46:55,"Equity Research, Sportradar",Sportradar,SRAD,NASDAQ,,http://snusmic.com/wp-content/uploads/2025/05/25-1_3주차-수정보고서_3팀-Sportradar.pdf,2025-05-25_equity-research-sportradar.pdf,23.72,,37.92,,USD,base=37.92,"1: In Play, Play Ball 숨어 있던 스포츠 베팅 시장은 Hidden Layer 위로 드러나고 있다. 스포츠 베팅 시 장 합법화는 스포츠 베팅 시장 전체를 키울 것임은 자명하고, CV를 활용한 인플레이 베팅의 활성화는 시장의 폭발적인 성장을 도울 것이다. 정밀한 배당률을 산출할 수 있게 된 북메이커들은 마진 개선을 시작했고, 그 중심에는 AI Driver인 CV가 있다. - 투자포인트 2: Better Bettor 모든 북메이커로부터 자릿세를 받아가는 스포츠 데이터 업체는 베팅 밸류체인의 봉이 김 선달 같은 존재다. 그중에서도 동사는 매출 규모와 파트너십 면에서 확실한 1위 기업이 - 다. 그러나, 동사는 아직도 배가 고프다. 압도적인 ‘AI’를 추진력 삼아 데이터 해자를 강화 하고, 솔루션 활용도를 높이고, 새로운 베팅 시...",ok,markdown reextract
3,10,2025-05-25T07:46:16,"Equity Research, Tempus AI Inc",Tempus AI Inc,TEM,NASDAQ,Buy,http://snusmic.com/wp-content/uploads/2025/05/25-1_3주차-수정보고서_2팀_Tempus-AI.pdf,2025-05-25_equity-research-tempus-ai-inc.pdf,62.6,,228.5,,USD,rating=Buy; base=228.5,"– DCF Method DCF Method를 이용해, 목표주가 $228.5, 상승여력 265.1%, 투자의견 Buy를제시한 다. 동사는 병원·제약사와의 파트너십을 통해 쌓인 데이터는 경쟁사가 모방할 수 없 는 해자를 형성한다. 시장이 이 플랫폼의 확장성과 수익성을 인식하는 순간, $228.5 라는 목표주가는 출발점에 불과할 것이다. 주요 주주 Eric Lefkofsky 외 32.9% Ballie Gifford & Co. 7.35% Red Sky LLC 5.68% SoftBank Group Corp. 3.23% Estimated Income Statement (U.S. Dollars in millions) 2022 2023 2024 1Q25 2025E 2026E 2027E 2028E 2029E 2030E 2031E 2032E 2033E 2...",ok,markdown reextract
3,11,2025-05-25T07:45:18,"Equity Research, Cellebrite DI",Cellebrite DI,CLBT,NASDAQ,Buy,http://snusmic.com/wp-content/uploads/2025/05/25-1_3주차-수정보고서_1팀-Cellebrite-DI.pdf,2025-05-25_equity-research-cellebrite-di.pdf,17.27,,29.7,,USD,rating=Buy; base=29.7,"– Historical PER Method 27 Appendix 31 #### 1. 나, 떨고 있냐? 디지털 수사 솔루션 – 산업 분석 ###### 1.1. 디지털 수사의 세계속으로 디지털 수사 중요도↑ 디지털 수사는 현대 범죄 수사의 핵심으로 자리잡았다. 과거 범죄 수사의 경우 사람 중심의 수 사로, 목격자의 진술과 증인의 말이 주요 증거로 채택되었다. 하지만 현대 수사는 디지털 기기의 확산에 따라 디지털 매체(스마트폰, PC, CCTV 등)에서 추출한 영상·텍스트·위치 정보 등이 핵심 증거로 활용되고 있다. 현재 미국 내 범죄 사건의 90% 이상에서 디지털 증거가 채택되고 있다. 디지털 수사 과정 → C2C(case to closure) 1)추출 2)분석 3)관리 주요 고객사 → 정부 대상 B2G → 민간 대상 B2B ###### 디...",ok,markdown reextract
3,12,2025-05-11T10:43:06,"Equity Research, 한화솔루션",한화솔루션,009830,KRX,Buy,http://snusmic.com/wp-content/uploads/2025/05/25_1_2주차_수정보고서_5팀_한화솔루션.pdf,2025-05-11_equity-research-한화솔루션-2.pdf,30300.0,29100.0,53000.0,91200.0,KRW,rating=Buy; bear=29100; base=53000; bull=91200,"① 미국에 P 상승 턴어라운드의 해가 뜬다. 중국·동남아산 셀과 모듈에 작별 인사를 한 미국에 셀 쇼티지와 모듈 가격 상승이 온다. 52.8%까지 예상되는 쇼티지 P 프리미엄, 동사는 미국 내 수직계열화를 통해 주인공이 될 준비를 마쳤다. 태양광과 쇼티지, 누 구도 예상하지 못했던 두 단어의 조합 속 밝게 빛나는 태양을 바라볼 시간이다. 12M 주가추이 ###### 3. 마침내 빛나는 주택용 태양광 – 투자포인트 ② 시가총액 5 조 2,083 억 원 프랑스어로 ‘마침내’를 뜻하는 Enfin, 그 이름 그대로 마침내 동사가 쌓아온 노력들이 미국에서 결실을 맺는다. 웨이퍼에서부터 모듈까지 미국 내에서 생산 가능한 동사는 이제 직접 세액공제까지 받으며 EPC와 금융을 섭렵하고 있다. 전기요금이 오르며 태 양광 신규설치 수요가 증가하는 상황에서...",ok,markdown reextract; Korean numeric ticker; exchange prefix inferred as KRX
4,1,2025-05-11T10:41:44,"Equity Research, 토모큐브",토모큐브,475960,KRX,Strong Buy,http://snusmic.com/wp-content/uploads/2025/05/25_1_2주차_수정보고서_4팀_토모큐브.pdf,2025-05-11_equity-research-토모큐브.pdf,19420.0,,64550.0,280470.0,KRW,rating=Strong Buy; bull=280470; base=64550,"– DCF Method DCF Method를 이용해, Base Case2를 목표로 목표주가 64,550원, 상승여력 232.4% 를 제시한다. Base Case1에서는 오가노이드 기술을 선도하는 빅파마들의 mAb향 전임 상만을 반영하여 동사의 바텀을, Base Case2에서는 오가노이드가 기대만큼 발달하지 못하더라도 동사의 탑라인은 압도적 성장을 보임을 논한다. 마지막으로 Bull Case는 오가노이드 시장의 개화와 동사의 비 바이오 분야로의 침투를 논하며 동사가 그릴 수 있는 꿈의 크기를 가늠해본다. <추정손익계산서> 추정 손익계산서 -Base Case 2 (단위: 백만 원) 2022 2023 2024 2025E 2026E 2027E 2028E 2029E 2030E 2031E 2032E |매출액<br><br>YoY(%)|1,871 3,...",ok,markdown reextract; Korean numeric ticker; exchange prefix inferred as KRX
4,2,2025-05-11T10:40:42,"Equity Research, HD현대미포",HD현대미포,010620,KRX,Buy,http://snusmic.com/wp-content/uploads/2025/05/25_1_2주차_수정보고서_3팀_HD현대미포.pdf,2025-05-11_equity-research-hd현대미포.pdf,171700.0,,250000.0,,KRW,rating=Buy; base=250000,"0: 순풍에 돛을 단 듯 동사는 이번 조선업 슈퍼사이클에서 중형 선박 특화 역량을 바탕으로 빠른 실적 개 선을 이뤄냈다. 짧은 리드타임과 반복 생산 구조, 숙련 인력 확보를 통해 신조선가 상승의 수혜를 받고 있으며, 컨테이너선에서 MR P/C선, 그리고 향후에는 LNG와 LPG 운반선 등 고부가 선종으로 수주 믹스를 확대할 준비를 모두 마쳤다. - 투자포인트 1: MGC의 시대가 온다 동사는 국내 유일의 MGC(Midsize Gas Carrier) 건조사다. 동사의 고가 수주와 수익 성 개선을 이끌고 있는 MGC를 위한 판이 새로 깔리고 있다. 미국의 LPG 수출량은 견조한 LPG 운반선 수요를 가져오고, LPG 시장의 구조적 변화는 MGC를 콕 집어 지목한다. 미국의 대중 견제로 중국 조선사를 배제하고 나면 동사에게 경쟁자는 없 다....",ok,markdown reextract; Korean numeric ticker; exchange prefix inferred as KRX
4,3,2025-05-11T10:26:05,"Equity Research, 펄어비스",펄어비스,263750,KRX,Sell,http://snusmic.com/wp-content/uploads/2025/05/25_1_2주차_수정보고서_2팀_펄어비스.pdf,2025-05-11_equity-research-펄어비스-2.pdf,35400.0,,12300.0,,KRW,rating=Sell; base=12300,"– Historical Peer PER Method 동사의 2026E EPS 974원에 Target PER 12.65x를 적용한 목표주가 12,300원, 괴리 율 -65.25%, 투자의견 Sell을 제시한다. 붉은 사막의 신기루로 쌓아 올려진 동사의 주가가 상승하기 위해서 넘어야 할 산이 너무 많다. Base Case - 펄어비스 포괄손익계산서 추정 (단위: 십억 원) 2020 2021 2022 2023 2024 2025E 2026E 2027E 주요 주주 |매출액|489 404 386 333 342|311 439 325| |---|---|---| |YoY(%)|-8.80% -17.39% -4.48% -13.53% 2.67%|-9.27% 41.22% -26.00%| |영업비용|331 361 369 350 355|356 396 323| |영...",ok,markdown reextract; Korean numeric ticker; exchange prefix inferred as KRX; Non-buy rating: Sell
